Timestamp,Equipment_ID,Earth_Pit_ID,Earth_Resistance_Ohm,Soil_Moisture_Percent,Soil_Temperature_C,Soil_Resistivity_Ohm_m,Leakage_Current_mA
2026-01-01 17:00:00,TR-01,TR-01-EP-01,1.779,51.22,31.64,112.24,19.2
2026-01-01 17:15:00,TR-01,TR-01-EP-02,1.669,51.09,31.92,99.43,18.0
2026-01-01 17:30:00,TR-01,TR-01-EP-03,1.768,46.42,31.16,117.17,21.5
2026-01-01 17:45:00,TR-01,TR-01-EP-04,1.751,40.97,31.76,114.52,26.2
2026-01-01 18:00:00,TR-01,TR-01-EP-01,1.788,50.64,31.73,113.49,19.23
2026-01-01 18:15:00,TR-01,TR-01-EP-02,1.68,50.23,31.93,100.9,18.04
2026-01-01 18:30:00,TR-01,TR-01-EP-03,1.779,45.42,31.07,118.6,21.54
2026-01-01 18:45:00,TR-01,TR-01-EP-04,1.76,40.02,31.59,115.59,26.23
2026-01-01 19:00:00,TR-01,TR-01-EP-01,1.797,49.97,31.76,114.73,19.26
2026-01-01 19:15:00,TR-01,TR-01-EP-02,1.691,49.31,31.86,102.28,18.07
2026-01-01 19:30:00,TR-01,TR-01-EP-03,1.789,44.42,30.92,119.85,21.57
2026-01-01 19:45:00,TR-01,TR-01-EP-04,1.766,39.13,31.35,116.41,26.25
2026-01-01 20:00:00,TR-01,TR-01-EP-01,1.806,49.2,31.72,115.92,19.29
2026-01-01 20:15:00,TR-01,TR-01-EP-02,1.7,48.34,31.74,103.55,18.1
2026-01-01 20:30:00,TR-01,TR-01-EP-03,1.797,43.43,30.71,120.9,21.6
2026-01-01 20:45:00,TR-01,TR-01-EP-04,1.771,38.3,31.07,116.96,26.26
2026-01-01 21:00:00,TR-01,TR-01-EP-01,1.814,48.37,31.63,117.06,19.32
2026-01-01 21:15:00,TR-01,TR-01-EP-02,1.709,47.35,31.56,104.68,18.13
2026-01-01 21:30:00,TR-01,TR-01-EP-03,1.804,42.47,30.45,121.74,21.62
2026-01-01 21:45:00,TR-01,TR-01-EP-04,1.773,37.55,30.73,117.24,26.27
2026-01-01 22:00:00,TR-01,TR-01-EP-01,1.822,47.47,31.47,118.12,19.34
2026-01-01 22:15:00,TR-01,TR-01-EP-02,1.716,46.35,31.32,105.67,18.15
2026-01-01 22:30:00,TR-01,TR-01-EP-03,1.808,41.56,30.13,122.36,21.63
2026-01-01 22:45:00,TR-01,TR-01-EP-04,1.773,36.88,30.35,117.23,26.27
2026-01-01 23:00:00,TR-01,TR-01-EP-01,1.829,46.52,31.26,119.09,19.36
2026-01-01 23:15:00,TR-01,TR-01-EP-02,1.722,45.36,31.03,106.48,18.17
2026-01-01 23:30:00,TR-01,TR-01-EP-03,1.811,40.7,29.77,122.74,21.64
2026-01-01 23:45:00,TR-01,TR-01-EP-04,1.771,36.31,29.93,116.95,26.26
2026-01-02 00:00:00,TR-01,TR-01-EP-01,1.835,45.54,30.99,119.94,19.38
2026-01-02 00:15:00,TR-01,TR-01-EP-02,1.727,44.39,30.69,107.11,18.19
2026-01-02 00:30:00,TR-01,TR-01-EP-03,1.812,39.91,29.37,122.88,21.65
2026-01-02 00:45:00,TR-01,TR-01-EP-04,1.766,35.85,29.49,116.39,26.25
2026-01-02 01:00:00,TR-01,TR-01-EP-01,1.84,44.55,30.67,120.68,19.4
2026-01-02 01:15:00,TR-01,TR-01-EP-02,1.73,43.45,30.3,107.56,18.2
2026-01-02 01:30:00,TR-01,TR-01-EP-03,1.812,39.2,28.94,122.78,21.64
2026-01-02 01:45:00,TR-01,TR-01-EP-04,1.759,35.5,29.01,115.57,26.23
2026-01-02 02:00:00,TR-01,TR-01-EP-01,1.845,43.55,30.31,121.28,19.41
2026-01-02 02:15:00,TR-01,TR-01-EP-02,1.732,42.56,29.88,107.81,18.2
2026-01-02 02:30:00,TR-01,TR-01-EP-03,1.809,38.58,28.47,122.43,21.63
2026-01-02 02:45:00,TR-01,TR-01-EP-04,1.751,35.27,28.52,114.49,26.2
2026-01-02 03:00:00,TR-01,TR-01-EP-01,1.848,42.56,29.9,121.75,19.42
2026-01-02 03:15:00,TR-01,TR-01-EP-02,1.732,41.74,29.43,107.85,18.2
2026-01-02 03:30:00,TR-01,TR-01-EP-03,1.804,38.07,27.99,121.86,21.62
2026-01-02 03:45:00,TR-01,TR-01-EP-04,1.74,35.17,28.03,113.17,26.17
2026-01-02 04:00:00,TR-01,TR-01-EP-01,1.85,41.61,29.46,122.06,19.43
2026-01-02 04:15:00,TR-01,TR-01-EP-02,1.731,40.99,28.96,107.7,18.2
2026-01-02 04:30:00,TR-01,TR-01-EP-03,1.798,37.67,27.5,121.05,21.6
2026-01-02 04:45:00,TR-01,TR-01-EP-04,1.728,35.19,27.53,111.64,26.13
2026-01-02 05:00:00,TR-01,TR-01-EP-01,1.851,40.7,29.0,122.21,19.43
2026-01-02 05:15:00,TR-01,TR-01-EP-02,1.729,40.33,28.47,107.35,18.19
2026-01-02 05:30:00,TR-01,TR-01-EP-03,1.79,37.39,27.0,120.03,21.58
2026-01-02 05:45:00,TR-01,TR-01-EP-04,1.714,35.33,27.03,109.91,26.08
2026-01-02 06:00:00,TR-01,TR-01-EP-01,1.851,39.84,28.51,122.21,19.43
2026-01-02 06:15:00,TR-01,TR-01-EP-02,1.724,39.78,27.97,106.8,18.18
2026-01-02 06:30:00,TR-01,TR-01-EP-03,1.781,37.23,26.5,118.81,21.54
2026-01-02 06:45:00,TR-01,TR-01-EP-04,1.698,35.6,26.56,108.02,26.03
2026-01-02 07:00:00,TR-01,TR-01-EP-01,1.85,39.06,28.02,122.06,19.43
2026-01-02 07:15:00,TR-01,TR-01-EP-02,1.719,39.33,27.47,106.07,18.16
2026-01-02 07:30:00,TR-01,TR-01-EP-03,1.77,37.2,26.01,117.42,21.51
2026-01-02 07:45:00,TR-01,TR-01-EP-04,1.682,35.98,26.1,106.0,25.98
2026-01-02 08:00:00,TR-01,TR-01-EP-01,1.848,38.36,27.52,121.74,19.42
2026-01-02 08:15:00,TR-01,TR-01-EP-02,1.712,38.99,26.98,105.16,18.14
2026-01-02 08:30:00,TR-01,TR-01-EP-03,1.758,37.28,25.55,115.86,21.47
2026-01-02 08:45:00,TR-01,TR-01-EP-04,1.665,36.48,25.67,103.87,25.93
2026-01-02 09:00:00,TR-01,TR-01-EP-01,1.844,37.76,27.02,121.28,19.41
2026-01-02 09:15:00,TR-01,TR-01-EP-02,1.704,38.77,26.5,104.1,18.11
2026-01-02 09:30:00,TR-01,TR-01-EP-03,1.745,37.5,25.1,114.17,21.43
2026-01-02 09:45:00,TR-01,TR-01-EP-04,1.647,37.08,25.28,101.67,25.87
2026-01-02 10:00:00,TR-01,TR-01-EP-01,1.84,37.26,26.54,120.68,19.4
2026-01-02 10:15:00,TR-01,TR-01-EP-02,1.695,38.68,26.05,102.89,18.08
2026-01-02 10:30:00,TR-01,TR-01-EP-03,1.731,37.83,24.69,112.38,21.38
2026-01-02 10:45:00,TR-01,TR-01-EP-04,1.629,37.78,24.93,99.43,25.81
2026-01-02 11:00:00,TR-01,TR-01-EP-01,1.835,36.87,26.07,119.94,19.38
2026-01-02 11:15:00,TR-01,TR-01-EP-02,1.685,38.71,25.62,101.56,18.05
2026-01-02 11:30:00,TR-01,TR-01-EP-03,1.716,38.28,24.32,110.51,21.34
2026-01-02 11:45:00,TR-01,TR-01-EP-04,1.611,38.56,24.62,97.19,25.75
2026-01-02 12:00:00,TR-01,TR-01-EP-01,1.829,36.6,25.63,119.08,19.36
2026-01-02 12:15:00,TR-01,TR-01-EP-02,1.674,38.87,25.23,100.13,18.02
2026-01-02 12:30:00,TR-01,TR-01-EP-03,1.701,38.83,24.0,108.58,21.29
2026-01-02 12:45:00,TR-01,TR-01-EP-04,1.593,39.41,24.37,94.98,25.7
2026-01-02 13:00:00,TR-01,TR-01-EP-01,1.822,36.45,25.23,118.11,19.34
2026-01-02 13:15:00,TR-01,TR-01-EP-02,1.663,39.15,24.89,98.61,17.98
2026-01-02 13:30:00,TR-01,TR-01-EP-03,1.686,39.49,23.72,106.64,21.24
2026-01-02 13:45:00,TR-01,TR-01-EP-04,1.576,40.32,24.17,92.85,25.64
2026-01-02 14:00:00,TR-01,TR-01-EP-01,1.814,36.43,24.86,117.05,19.32
2026-01-02 14:15:00,TR-01,TR-01-EP-02,1.962,29.94,26.85,114.46,21.93
2026-01-02 14:30:00,TR-01,TR-01-EP-03,2.272,27.79,24.87,124.18,27.79
2026-01-02 14:45:00,TR-01,TR-01-EP-04,2.172,27.49,25.71,120.71,36.66
2026-01-02 15:00:00,TR-01,TR-01-EP-01,1.806,36.53,24.54,115.92,19.29
2026-01-02 15:15:00,TR-01,TR-01-EP-02,1.639,40.05,24.34,95.43,17.91
2026-01-02 15:30:00,TR-01,TR-01-EP-03,1.656,41.05,23.33,102.82,21.15
2026-01-02 15:45:00,TR-01,TR-01-EP-04,1.544,42.26,23.96,88.9,25.54
2026-01-02 16:00:00,TR-01,TR-01-EP-01,1.797,36.75,24.27,114.72,19.26
2026-01-02 16:15:00,TR-01,TR-01-EP-02,1.627,40.67,24.15,93.82,17.87
2026-01-02 16:30:00,TR-01,TR-01-EP-03,1.642,41.94,23.23,101.0,21.1
2026-01-02 16:45:00,TR-01,TR-01-EP-04,1.53,43.26,23.94,87.16,25.49
2026-01-02 17:00:00,TR-01,TR-01-EP-01,1.788,37.1,24.05,113.49,19.23
2026-01-02 17:15:00,TR-01,TR-01-EP-02,1.615,41.37,24.02,92.23,17.83
2026-01-02 17:30:00,TR-01,TR-01-EP-03,1.629,42.87,23.19,99.28,21.06
2026-01-02 17:45:00,TR-01,TR-01-EP-04,1.517,44.25,23.99,85.61,25.45
2026-01-02 18:00:00,TR-01,TR-01-EP-01,1.779,37.56,23.89,112.23,19.2
2026-01-02 18:15:00,TR-01,TR-01-EP-02,1.603,42.16,23.95,90.68,17.79
2026-01-02 18:30:00,TR-01,TR-01-EP-03,2.198,31.41,24.58,115.84,27.56
2026-01-02 18:45:00,TR-01,TR-01-EP-04,2.098,31.45,25.78,112.02,36.42
2026-01-02 19:00:00,TR-01,TR-01-EP-01,2.28,28.59,25.36,152.71,28.68
2026-01-02 19:15:00,TR-01,TR-01-EP-02,1.592,43.02,23.94,89.19,17.76
2026-01-02 19:30:00,TR-01,TR-01-EP-03,1.605,44.84,23.29,96.24,20.98
2026-01-02 19:45:00,TR-01,TR-01-EP-04,1.498,46.18,24.27,83.17,25.4
2026-01-02 20:00:00,TR-01,TR-01-EP-01,1.761,38.79,23.76,109.73,19.15
2026-01-02 20:15:00,TR-01,TR-01-EP-02,1.582,43.93,23.99,87.8,17.72
2026-01-02 20:30:00,TR-01,TR-01-EP-03,1.595,45.84,23.43,94.97,20.95
2026-01-02 20:45:00,TR-01,TR-01-EP-04,1.491,47.08,24.49,82.32,25.4
2026-01-02 21:00:00,TR-01,TR-01-EP-01,1.752,39.54,23.78,108.53,19.12
2026-01-02 21:15:00,TR-01,TR-01-EP-02,1.572,44.89,24.11,86.51,17.69
2026-01-02 21:30:00,TR-01,TR-01-EP-03,1.587,46.83,23.63,93.89,20.92
2026-01-02 21:45:00,TR-01,TR-01-EP-04,1.486,47.92,24.78,81.74,25.4
2026-01-02 22:00:00,TR-01,TR-01-EP-01,1.744,40.37,23.87,107.39,19.09
2026-01-02 22:15:00,TR-01,TR-01-EP-02,1.563,45.88,24.28,85.36,17.66
2026-01-02 22:30:00,TR-01,TR-01-EP-03,1.58,47.79,23.89,93.02,20.9
2026-01-02 22:45:00,TR-01,TR-01-EP-04,2.066,34.9,26.79,108.24,36.39
2026-01-02 23:00:00,TR-01,TR-01-EP-01,2.236,31.73,25.58,146.31,28.51
2026-01-02 23:15:00,TR-01,TR-01-EP-02,1.849,37.27,26.77,99.51,21.56
2026-01-02 23:30:00,TR-01,TR-01-EP-03,1.575,48.72,24.2,92.38,20.89
2026-01-02 23:45:00,TR-01,TR-01-EP-04,1.483,49.36,25.48,81.39,25.4
2026-01-03 00:00:00,TR-01,TR-01-EP-01,1.729,42.2,24.23,105.34,19.04
2026-01-03 00:15:00,TR-01,TR-01-EP-02,1.55,47.87,24.8,83.52,17.62
2026-01-03 00:30:00,TR-01,TR-01-EP-03,1.572,49.58,24.55,91.97,20.88
2026-01-03 00:45:00,TR-01,TR-01-EP-04,1.485,49.95,25.89,81.64,25.4
2026-01-03 01:00:00,TR-01,TR-01-EP-01,1.723,43.18,24.49,104.47,19.02
2026-01-03 01:15:00,TR-01,TR-01-EP-02,1.545,48.85,25.13,82.87,17.6
2026-01-03 01:30:00,TR-01,TR-01-EP-03,1.57,50.38,24.95,91.79,20.87
2026-01-03 01:45:00,TR-01,TR-01-EP-04,1.49,50.42,26.34,82.17,25.4
2026-01-03 02:00:00,TR-01,TR-01-EP-01,1.718,44.17,24.8,103.71,19.01
2026-01-03 02:15:00,TR-02,TR-02-EP-01,1.523,53.02,27.17,88.63,22.24
2026-01-03 02:30:00,TR-02,TR-02-EP-02,1.548,50.89,27.83,90.11,24.5
2026-01-03 02:45:00,TR-02,TR-02-EP-03,1.728,52.13,27.65,94.7,26.82
2026-01-03 03:00:00,TR-02,TR-02-EP-04,1.793,45.03,28.71,106.23,29.3
2026-01-03 03:15:00,TR-02,TR-02-EP-01,1.536,52.93,27.67,90.27,22.28
2026-01-03 03:30:00,TR-02,TR-02-EP-02,1.566,50.39,28.33,92.45,24.56
2026-01-03 03:45:00,TR-02,TR-02-EP-03,1.751,51.31,28.14,97.55,26.89
2026-01-03 04:00:00,TR-02,TR-02-EP-04,1.818,44.05,29.17,109.28,29.38
2026-01-03 04:15:00,TR-02,TR-02-EP-01,1.55,52.71,28.17,92.14,22.33
2026-01-03 04:30:00,TR-02,TR-02-EP-02,1.586,49.78,28.83,94.96,24.62
2026-01-03 04:45:00,TR-02,TR-02-EP-03,1.775,50.43,28.61,100.45,26.97
2026-01-03 05:00:00,TR-02,TR-02-EP-04,1.843,43.05,29.6,112.27,29.46
2026-01-03 05:15:00,TR-02,TR-02-EP-01,1.566,52.38,28.67,94.2,22.38
2026-01-03 05:30:00,TR-02,TR-02-EP-02,1.606,49.09,29.3,97.58,24.69
2026-01-03 05:45:00,TR-02,TR-02-EP-03,1.799,49.5,29.05,103.37,27.04
2026-01-03 06:00:00,TR-02,TR-02-EP-04,1.868,42.05,30.0,115.15,29.54
2026-01-03 06:15:00,TR-02,TR-02-EP-01,1.582,51.93,29.15,96.42,22.43
2026-01-03 06:30:00,TR-02,TR-02-EP-02,1.628,48.3,29.76,100.28,24.75
2026-01-03 06:45:00,TR-02,TR-02-EP-03,1.822,48.53,29.46,106.26,27.12
2026-01-03 07:00:00,TR-02,TR-02-EP-04,1.891,41.07,30.35,117.88,29.61
2026-01-03 07:15:00,TR-02,TR-02-EP-01,1.6,51.37,29.62,98.77,22.49
2026-01-03 07:30:00,TR-02,TR-02-EP-02,1.649,47.45,30.19,103.01,24.82
2026-01-03 07:45:00,TR-02,TR-02-EP-03,1.845,47.53,29.84,109.07,27.19
2026-01-03 08:00:00,TR-02,TR-02-EP-04,1.912,40.12,30.66,120.42,29.68
2026-01-03 08:15:00,TR-02,TR-02-EP-01,1.619,50.72,30.06,101.21,22.54
2026-01-03 08:30:00,TR-02,TR-02-EP-02,1.67,46.54,30.58,105.74,24.89
2026-01-03 08:45:00,TR-02,TR-02-EP-03,1.867,46.54,30.17,111.76,27.26
2026-01-03 09:00:00,TR-02,TR-02-EP-04,1.931,39.21,30.92,122.73,29.74
2026-01-03 09:15:00,TR-02,TR-02-EP-01,1.638,49.97,30.47,103.71,22.61
2026-01-03 09:30:00,TR-02,TR-02-EP-02,1.691,45.58,30.93,108.42,24.96
2026-01-03 09:45:00,TR-02,TR-02-EP-03,1.887,45.54,30.45,114.28,27.33
2026-01-03 10:00:00,TR-02,TR-02-EP-04,1.949,38.37,31.12,124.77,29.8
2026-01-03 10:15:00,TR-02,TR-02-EP-01,1.656,49.15,30.84,106.21,22.67
2026-01-03 10:30:00,TR-02,TR-02-EP-02,1.712,44.6,31.23,111.0,25.02
2026-01-03 10:45:00,TR-02,TR-02-EP-03,1.906,44.58,30.67,116.61,27.39
2026-01-03 11:00:00,TR-02,TR-02-EP-04,1.963,37.6,31.26,126.51,29.85
2026-01-03 11:15:00,TR-02,TR-02-EP-01,1.675,48.26,31.16,108.7,22.73
2026-01-03 11:30:00,TR-02,TR-02-EP-02,1.731,43.6,31.49,113.45,25.09
2026-01-03 11:45:00,TR-02,TR-02-EP-03,1.923,43.65,30.84,118.69,27.44
2026-01-03 12:00:00,TR-02,TR-02-EP-04,1.975,36.91,31.34,127.92,29.88
2026-01-03 12:15:00,TR-02,TR-02-EP-01,1.694,47.32,31.44,111.12,22.78
2026-01-03 12:30:00,TR-02,TR-02-EP-02,1.749,42.6,31.68,115.73,25.14
2026-01-03 12:45:00,TR-02,TR-02-EP-03,1.938,42.78,30.95,120.5,27.49
2026-01-03 13:00:00,TR-02,TR-02-EP-04,1.984,36.32,31.36,128.98,29.91
2026-01-03 13:15:00,TR-02,TR-02-EP-01,1.711,46.35,31.66,113.43,22.84
2026-01-03 13:30:00,TR-02,TR-02-EP-02,1.765,41.62,31.82,117.8,25.19
2026-01-03 13:45:00,TR-02,TR-02-EP-03,1.95,41.97,31.0,122.01,27.53
2026-01-03 14:00:00,TR-02,TR-02-EP-04,1.99,35.84,31.32,129.67,29.93
2026-01-03 14:15:00,TR-02,TR-02-EP-01,1.728,45.35,31.82,115.61,22.89
2026-01-03 14:30:00,TR-02,TR-02-EP-02,1.78,40.68,31.89,119.64,25.24
2026-01-03 14:45:00,TR-02,TR-02-EP-03,1.96,41.25,30.98,123.2,27.56
2026-01-03 15:00:00,TR-02,TR-02-EP-04,1.992,35.47,31.22,129.99,29.94
2026-01-03 15:15:00,TR-02,TR-02-EP-01,1.743,44.35,31.93,117.62,22.94
2026-01-03 15:30:00,TR-02,TR-02-EP-02,1.792,39.78,31.91,121.21,25.28
2026-01-03 15:45:00,TR-02,TR-02-EP-03,1.967,40.61,30.91,124.05,27.58
2026-01-03 16:00:00,TR-02,TR-02-EP-04,1.992,35.21,31.05,129.93,29.94
2026-01-03 16:15:00,TR-02,TR-02-EP-01,1.756,43.37,31.97,119.43,22.99
2026-01-03 16:30:00,TR-02,TR-02-EP-02,1.802,38.94,31.86,122.48,25.31
2026-01-03 16:45:00,TR-02,TR-02-EP-03,1.971,40.08,30.77,124.54,27.59
2026-01-03 17:00:00,TR-02,TR-02-EP-04,1.988,35.08,30.83,129.48,29.93
2026-01-03 17:15:00,TR-02,TR-02-EP-01,1.768,42.4,31.95,121.0,23.02
2026-01-03 17:30:00,TR-02,TR-02-EP-02,1.809,38.18,31.75,123.45,25.34
2026-01-03 17:45:00,TR-02,TR-02-EP-03,1.972,39.66,30.57,124.67,27.6
2026-01-03 18:00:00,TR-02,TR-02-EP-04,1.981,35.08,30.55,128.66,29.9
2026-01-03 18:15:00,TR-02,TR-02-EP-01,1.778,41.48,31.86,122.32,23.06
2026-01-03 18:30:00,TR-02,TR-02-EP-02,1.814,37.5,31.58,124.09,25.35
2026-01-03 18:45:00,TR-02,TR-02-EP-03,1.97,39.35,30.32,124.43,27.59
2026-01-03 19:00:00,TR-02,TR-02-EP-04,1.971,35.2,30.23,127.48,29.87
2026-01-03 19:15:00,TR-02,TR-02-EP-01,1.786,40.61,31.72,123.36,23.08
2026-01-03 19:30:00,TR-02,TR-02-EP-02,1.817,36.92,31.35,124.39,25.36
2026-01-03 19:45:00,TR-02,TR-02-EP-03,1.965,39.17,30.02,123.84,27.58
2026-01-03 20:00:00,TR-02,TR-02-EP-04,1.959,35.44,29.85,125.96,29.83
2026-01-03 20:15:00,TR-02,TR-02-EP-01,1.792,39.82,31.52,124.11,23.1
2026-01-03 20:30:00,TR-02,TR-02-EP-02,1.816,36.45,31.07,124.35,25.36
2026-01-03 20:45:00,TR-02,TR-02-EP-03,1.957,39.1,29.66,122.89,27.55
2026-01-03 21:00:00,TR-02,TR-02-EP-04,1.943,35.8,29.44,124.11,29.78
2026-01-03 21:15:00,TR-02,TR-02-EP-01,1.795,39.1,31.26,124.55,23.11
2026-01-03 21:30:00,TR-02,TR-02-EP-02,1.813,36.09,30.74,123.96,25.35
2026-01-03 21:45:00,TR-02,TR-02-EP-03,1.947,39.17,29.27,121.6,27.52
2026-01-03 22:00:00,TR-02,TR-02-EP-04,1.925,36.28,29.0,121.98,29.72
2026-01-03 22:15:00,TR-02,TR-02-EP-01,1.796,38.47,30.95,124.69,23.11
2026-01-03 22:30:00,TR-02,TR-02-EP-02,1.808,35.85,30.36,123.25,25.33
2026-01-03 22:45:00,TR-02,TR-02-EP-03,1.934,39.35,28.84,119.99,27.48
2026-01-03 23:00:00,TR-02,TR-02-EP-04,1.905,36.86,28.53,119.59,29.66
2026-01-03 23:15:00,TR-02,TR-02-EP-01,1.795,37.95,30.59,124.51,23.11
2026-01-03 23:30:00,TR-02,TR-02-EP-02,1.8,35.73,29.95,122.21,25.31
